Protein,Gene,Transcript,SignalP,TargetP,TMHMM,PredGPI,WoLF.PSORT,SecretomeP,Uniprot
ENSP00000384871,ENSG00000162804,ENST00000401884,0.811,0.851,PredHel=0,0.894013,"extr 24, lyso 3, cyto_mito 3, cyto 2, mito 2",0.544,Q8TER0
ENSP00000385564,ENSG00000173372,ENST00000402322,0.757,0.95,PredHel=0,0.9788,"extr 20, E.R. 8, lyso 4, E.R._mito 4, E.R._go",0.938,P02745
ENSP00000385452,ENSG00000138028,ENST00000402394,0.912,0.952,PredHel=0,0.134903,"extr 21, E.R. 3, plas 2, lyso 2, golg 2, E.R.",0.741,Q99674
ENSP00000385103,ENSG00000138028,ENST00000402550,0.912,0.952,PredHel=0,0.767915,"extr 23, plas 2, mito 2, E.R. 2, golg 2, E.R.",0.951,Q99674
ENSP00000386094,ENSG00000197249,ENST00000402629,0.916,0.959,PredHel=0,0.683895,"extr 20, E.R. 7, plas 4",0.772,P01009
ENSP00000385834,ENSG00000091513,ENST00000402696,0.934,0.964,PredHel=0,0.130407,"extr 25, E.R. 6",0.484,P02787
ENSP00000386104,ENSG00000109472,ENST00000402744,0.861,0.954,PredHel=0,0.395993,"extr 15, E.R. 9, lyso 5",0.448,P16870
ENSP00000383889,ENSG00000197461,ENST00000402802,0.856,0.885,PredHel=0,0.311569,extr 31,0.937,P04085
ENSP00000385521,ENSG00000077942,ENST00000402984,0.867,0.929,PredHel=0,0.0054885,"extr 26.5, extr_plas 14, lyso 5",0.61,B1AHL2
ENSP00000385344,ENSG00000073008,ENST00000403059,0.934,0.965,PredHel=0,0.563936,"extr 24, lyso 5",0.793,P15151
ENSP00000385981,ENSG00000171560,ENST00000403106,0.812,0.927,PredHel=0,0.510358,"extr 22, E.R. 7",0.349,P02671
ENSP00000385980,ENSG00000169884,ENST00000403957,0.658,0.899,PredHel=0,0.645629,"extr 25, nucl 3, lyso 3",0.914,B5MCC8
ENSP00000385827,ENSG00000118004,ENST00000404205,0.149,0.305,PredHel=0,0.530709,"extr 20, cyto 9.5, cyto_nucl 6",0.903,Q9BWP8
ENSP00000385960,ENSG00000197249,ENST00000404814,0.916,0.959,PredHel=0,0.0542112,"extr 17, E.R. 10, plas 4",0.743,P01009
ENSP00000386043,ENSG00000049323,ENST00000404816,0.843,0.917,PredHel=0,0.913187,"extr 17, mito 10, cyto_mito 7, cyto 2, E.R. 1",0.476,Q14766
ENSP00000384169,ENSG00000163520,ENST00000404922,0.88,0.964,PredHel=0,0.221086,"extr 16, cyto_pero 4.16667, mito_pero 3.66667",0.607,P98095
ENSP00000385419,ENSG00000120885,ENST00000405140,0.842,0.958,PredHel=0,0.455985,"extr 20, nucl 4.5, lyso 4, cyto_nucl 3.5",0.848,P10909
ENSP00000384906,ENSG00000173432,ENST00000405158,0.817,0.901,PredHel=0,0.463185,extr 31,0.902,P0DJI8
ENSP00000384262,ENSG00000173083,ENST00000405413,0.513,0.932,PredHel=0,0.000508942,"extr 17, E.R. 4.5, nucl 3, pero 3, E.R._golg ",0.717,Q9Y251
ENSP00000385365,ENSG00000119630,ENST00000405431,0.679,0.965,PredHel=0,0.403669,extr 32,0.911,P49763
ENSP00000386007,ENSG00000162804,ENST00000405547,0.811,0.851,PredHel=0,0.662664,"extr 27, pero 3",0.53,Q8TER0
ENSP00000386113,ENSG00000138028,ENST00000405600,0.912,0.952,PredHel=0,0.134903,"extr 21, E.R. 3, plas 2, lyso 2, golg 2, E.R.",0.741,Q99674
ENSP00000384092,ENSG00000115138,ENST00000405623,0.823,0.885,PredHel=0,0.305184,"extr 27, mito 5",0.843,P01189
ENSP00000385282,ENSG00000122585,ENST00000405982,0.837,0.958,PredHel=1,0.779134,extr 31,0.924,P01303
ENSP00000385905,ENSG00000213918,ENST00000407479,0.912,0.96,PredHel=1,0.81113,"extr 25, lyso 3, pero 2",0.819,P24855
ENSP00000383894,ENSG00000132031,ENST00000407540,0.881,0.93,PredHel=0,0.630075,"extr 22, lyso 6, pero 2",0.64,O15232
ENSP00000384364,ENSG00000122585,ENST00000407573,0.837,0.958,PredHel=1,0.779134,extr 31,0.924,P01303
ENSP00000384967,ENSG00000170419,ENST00000407838,0.641,0.936,PredHel=1,0.000406442,"extr 19, plas 7, E.R. 3",0.881,Q8TAG5
ENSP00000386225,ENSG00000161249,ENST00000408915,0.886,0.97,PredHel=0,0.538345,extr 31,0.967,Q6E0U4
ENSP00000387210,ENSG00000136689,ENST00000409052,0.115,0.045,PredHel=0,0.662984,"extr 18, cyto 10, cyto_nucl 9, extr_plas 9",0.909,P18510
ENSP00000386273,ENSG00000115009,ENST00000409189,0.88,0.964,PredHel=0,0.0250516,extr 32,0.918,P78556
ENSP00000386625,ENSG00000123342,ENST00000409200,0.81,0.843,PredHel=0,0.38116,"extr 22, nucl 3, mito 3, mito_nucl 3",0.604,Q99542
ENSP00000386413,ENSG00000187123,ENST00000409381,0.876,0.962,PredHel=0,8.00E-10,"plas 21.5, extr_plas 16, extr 9.5",0.967,Q86Y78
ENSP00000387115,ENSG00000142173,ENST00000409416,0.847,0.973,PredHel=0,0.550609,"extr 23, cyto_pero 2.5, cyto 2, E.R. 2, lyso ",0.26,P12110
ENSP00000386923,ENSG00000144214,ENST00000409448,0.911,0.975,PredHel=0,0.263332,"extr 18, plas 11",0.877,Q8N1E2
ENSP00000386365,ENSG00000240053,ENST00000409525,0.121,0.074,PredHel=0,0.982501,"cyto 11.5, cyto_nucl 10.5, extr 9, cyto_pero ",0.905,Q8NDX9
ENSP00000386822,ENSG00000144152,ENST00000409667,0.806,0.951,PredHel=0,0.878866,extr 32,0.926,Q53RD9
ENSP00000387310,ENSG00000185269,ENST00000409678,0.809,0.876,PredHel=0,0.979115,"extr 23, pero 4, E.R. 3",0.762,Q6P988
ENSP00000387116,ENSG00000115523,ENST00000409696,0.105,0.027,PredHel=0,0.998874,extr 31,0.913,P22749
ENSP00000386675,ENSG00000169193,ENST00000409765,0.287,0.911,PredHel=1,0.324014,extr 30,0.913,Q96EE4
ENSP00000386844,ENSG00000163359,ENST00000409809,0.87,0.956,PredHel=0,0.454524,"extr 16, mito 4, pero 3, cyto_mito 3, E.R._go",0.362,P12111
ENSP00000386355,ENSG00000169193,ENST00000410069,0.287,0.911,PredHel=1,0.324014,extr 30,0.913,Q96EE4
ENSP00000404865,ENSG00000087085,ENST00000411582,0.841,0.989,PredHel=0,7.97E-07,"extr 15, lyso 9, E.R. 6",0.588,P22303
ENSP00000411882,ENSG00000149582,ENST00000411589,0.763,0.904,PredHel=0,0.0219174,"extr 20, lyso 5, cyto_nucl 3.5, nucl 3, cyto ",0.695,Q86YD3
ENSP00000393887,ENSG00000145192,ENST00000411641,0.88,0.962,PredHel=0,0.528826,"extr 23, pero 5, lyso 3",0.441,P02765
ENSP00000398955,ENSG00000167733,ENST00000411793,0.138,0.064,PredHel=0,0.898479,"mito 18, nucl 11.5, cyto_nucl 6.5",0.942,Q7Z5J1
ENSP00000402278,ENSG00000235696,ENST00000411803,0.906,0.981,PredHel=0,0.785906,"extr 26, E.R. 4",0.59,P06681
ENSP00000391805,ENSG00000230456,ENST00000412329,0.807,0.944,PredHel=1,0.990331,"extr 19, E.R. 5, lyso 3, plas 2, pero 2",0.11,Q08345
ENSP00000394976,ENSG00000087085,ENST00000412389,0.841,0.989,PredHel=0,0.135377,"extr 21, lyso 8",0.637,P22303
ENSP00000387853,ENSG00000229058,ENST00000412470,0.91,0.962,PredHel=1,0.079071,"extr 27, lyso 3",0.292,Q15109
ENSP00000394931,ENSG00000231624,ENST00000412706,0.844,0.958,PredHel=0,0.311381,"extr 28, pero 2",0.808,Q6UXA7
ENSP00000412555,ENSG00000230279,ENST00000412851,0.919,0.973,PredHel=1,0.0661744,"extr 26, lyso 4",0.92,P01374
ENSP00000394197,ENSG00000103066,ENST00000413021,0.807,0.983,PredHel=0,0.471411,"extr 22, E.R. 9",0.823,Q8NCC3
ENSP00000407961,ENSG00000231543,ENST00000413548,0.906,0.981,PredHel=0,0.785906,"extr 26, E.R. 4",0.59,P06681
ENSP00000398473,ENSG00000169884,ENST00000413630,0.658,0.9,PredHel=0,0.871419,"extr 27, nucl 3",0.961,C9J3H3
ENSP00000398734,ENSG00000227246,ENST00000413924,0.851,0.935,PredHel=0,0.37067,"extr 21, mito 6, pero 3, cyto_mito 3, mito_nu",0.737,Q9UIG4
ENSP00000397582,ENSG00000243480,ENST00000414303,0.901,0.879,PredHel=0,0.243753,"extr 18, mito 5, pero 5, mito_pero 5",0.72,P04746
ENSP00000416716,ENSG00000134339,ENST00000414546,0.811,0.904,PredHel=0,0.578304,extr 32,0.912,P0DJI9
ENSP00000392222,ENSG00000161249,ENST00000414866,0.101,0.044,PredHel=0,0.892014,"cyto 14.5, cyto_nucl 12, extr 9, nucl 8.5",0.939,Q6E0U4
ENSP00000404822,ENSG00000085063,ENST00000415002,0.879,0.954,PredHel=0,7.41E-07,extr 29,0.958,P13987
ENSP00000405540,ENSG00000230456,ENST00000415092,0.807,0.944,PredHel=1,0.989145,"extr 19, E.R. 5, lyso 3, plas 2, pero 2",0.127,Q08345
ENSP00000403334,ENSG00000162552,ENST00000415567,0.101,0.076,PredHel=0,0.507997,"extr 18, nucl 8.5, cyto_nucl 7.5, cyto 5.5",0.912,H0Y663
ENSP00000396915,ENSG00000105711,ENST00000415950,0.814,0.911,PredHel=0,0.814024,extr 32,0.923,Q07699
ENSP00000390931,ENSG00000232127,ENST00000416027,0.851,0.935,PredHel=0,0.37067,"extr 21, mito 6, pero 3, cyto_mito 3, mito_nu",0.737,Q9UIG4
ENSP00000405800,ENSG00000235017,ENST00000416252,0.906,0.981,PredHel=0,0.785906,"extr 26, E.R. 4",0.59,P06681
ENSP00000388867,ENSG00000129214,ENST00000416273,0.889,0.866,PredHel=0,0.933998,"extr 17.5, extr_plas 10, mito 7, E.R. 2, lyso",0.785,P04278
ENSP00000390450,ENSG00000182853,ENST00000416307,0.829,0.922,PredHel=0,0.800785,"extr 25, mito 3, cyto 1, E.R. 1, pero 1, lyso",0.897,Q7Z5L0
ENSP00000411613,ENSG00000002726,ENST00000416793,0.848,0.942,PredHel=0,0.255892,"extr 18, cyto 4, cyto_pero 3.5, lyso 3, nucl ",0.693,P19801
ENSP00000394165,ENSG00000125378,ENST00000417573,0.79,0.966,PredHel=0,0.0631239,"extr 19, E.R. 7, golg 4",0.947,P12644
ENSP00000415420,ENSG00000170476,ENST00000417694,0.874,0.965,PredHel=0,0.951478,extr 31,0.947,Q8WU39
ENSP00000407160,ENSG00000178226,ENST00000418068,0.672,0.936,PredHel=0,3.73E-06,"extr 24, lyso 4, pero 3",0.839,Q5K4E3
ENSP00000414743,ENSG00000161249,ENST00000418261,0.879,0.938,PredHel=0,0.0154755,"extr 24, nucl 3, lyso 3",0.369,Q6E0U4
ENSP00000414856,ENSG00000152583,ENST00000418378,0.873,0.816,PredHel=0,0.526079,"extr 25, mito 4",0.405,Q14515
ENSP00000413450,ENSG00000226979,ENST00000418386,0.919,0.973,PredHel=1,0.0661744,"extr 26, lyso 4",0.92,P01374
ENSP00000392863,ENSG00000237123,ENST00000418599,0.915,0.803,PredHel=1,0.987879,"extr 27, lyso 4",0.34,Q15517
ENSP00000396010,ENSG00000144619,ENST00000418658,0.742,0.957,PredHel=0,1.55E-07,"extr 23, nucl 3, plas 2, lyso 2, mito_nucl 2",0.457,Q8IWV2
ENSP00000407699,ENSG00000204580,ENST00000418800,0.807,0.944,PredHel=1,0.989145,"extr 19, E.R. 5, lyso 3, plas 2, pero 2",0.127,Q08345
ENSP00000387662,ENSG00000115263,ENST00000418842,0.652,0.805,PredHel=0,0.519612,"extr 28, pero 2, lyso 2",0.939,P01275
ENSP00000393086,ENSG00000071889,ENST00000419205,0.215,0.962,PredHel=1,0.946343,extr 30,0.966,P98173
ENSP00000403474,ENSG00000087085,ENST00000419336,0.841,0.989,PredHel=0,0.138562,"extr 21, lyso 8",0.69,P22303
ENSP00000416183,ENSG00000234078,ENST00000419412,0.807,0.944,PredHel=1,0.989145,"extr 19, E.R. 5, lyso 3, plas 2, pero 2",0.127,Q08345
ENSP00000391036,ENSG00000161249,ENST00000419602,0.879,0.938,PredHel=0,0.734773,"extr 21, nucl 3, cyto 3, cyto_nucl 3, lyso 3",0.676,Q6E0U4
ENSP00000393631,ENSG00000224420,ENST00000420022,0.928,0.87,PredHel=0,0.964481,"extr 22, plas 9",0.925,C9JUS6
ENSP00000388009,ENSG00000143768,ENST00000420304,0.925,0.968,PredHel=0,0.759977,"extr 20, mito 4, nucl 3, cyto 3, cyto_nucl 3",0.562,O00292
ENSP00000392794,ENSG00000090539,ENST00000420973,0.837,0.894,PredHel=0,0.808964,"extr 26, lyso 3",0.541,Q9H2X0
ENSP00000415730,ENSG00000234078,ENST00000421229,0.807,0.944,PredHel=1,0.989145,"extr 19, E.R. 5, lyso 3, plas 2, pero 2",0.127,Q08345
ENSP00000398753,ENSG00000132031,ENST00000421259,0.881,0.93,PredHel=0,0.645669,"extr 23, lyso 6",0.671,O15232
ENSP00000400245,ENSG00000167419,ENST00000421678,0.802,0.954,PredHel=0,0.080432,"extr 15, E.R. 6, pero 5, lyso 3, mito_pero 3",0.646,P22079
ENSP00000400365,ENSG00000196569,ENST00000421865,0.906,0.879,PredHel=0,0.268815,"extr 15, plas 5, E.R. 5, mito 2, golg 2, pero",0.393,P24043
ENSP00000412940,ENSG00000164946,ENST00000422223,0.866,0.94,PredHel=1,0.0952562,"extr 16, E.R. 5, pero 5, mito 2, lyso 2, golg",0.451,Q5H8C1
ENSP00000403456,ENSG00000234605,ENST00000422316,0.851,0.935,PredHel=0,0.37067,"extr 21, mito 6, pero 3, cyto_mito 3, mito_nu",0.737,Q9UIG4
ENSP00000409352,ENSG00000196083,ENST00000422485,0.679,0.974,PredHel=0,0.0372662,"extr 17, mito 5, cyto 4.5, cyto_pero 3.83333,",0.356,Q9NPH3
ENSP00000409592,ENSG00000167733,ENST00000422535,0.591,0.915,PredHel=0,0.991832,"extr 26, nucl 3, mito 3, mito_nucl 3",0.951,Q7Z5J1
ENSP00000387371,ENSG00000196083,ENST00000422940,0.679,0.974,PredHel=0,0.0372662,"extr 17, mito 5, cyto 4.5, cyto_pero 3.83333,",0.356,Q9NPH3
ENSP00000397297,ENSG00000185652,ENST00000423158,0.311,0.882,PredHel=1,0.512732,"extr 17, plas 7, lyso 5, E.R. 2.5",0.935,P20783
ENSP00000404306,ENSG00000180259,ENST00000423718,0.718,0.988,PredHel=0,0.251178,extr 31,0.934,Q86SH4
ENSP00000416811,ENSG00000017427,ENST00000424202,0.833,0.894,PredHel=0,0.68316,extr 32,0.937,P05019
ENSP00000388404,ENSG00000161249,ENST00000424570,0.879,0.938,PredHel=0,0.0153858,"extr 24, nucl 3, lyso 3",0.441,Q6E0U4
ENSP00000394355,ENSG00000163430,ENST00000424703,0.943,0.914,PredHel=0,0.676927,"extr 27, cyto_mito 4",0.693,Q12841
ENSP00000416984,ENSG00000152595,ENST00000424957,0.914,0.88,PredHel=0,0.475655,"extr 26, lyso 2, E.R. 1.5, E.R._golg 1.5",0.255,Q9NQ76
ENSP00000405094,ENSG00000096088,ENST00000425343,0.88,0.953,PredHel=0,0.681621,"extr 27.5, extr_plas 16.5",0.758,P20142
ENSP00000413359,ENSG00000086289,ENST00000425345,0.132,0.059,PredHel=0,0.722556,"cyto 13, extr 11, cyto_nucl 11, nucl 5",0.903,Q9UM22
ENSP00000410423,ENSG00000130203,ENST00000425718,0.919,0.968,PredHel=0,0.7538,"extr 28, mito 3",0.951,E7ERP7
ENSP00000398907,ENSG00000115414,ENST00000426059,0.598,0.797,PredHel=0,0.0100759,"extr 24, pero 4, mito 3, cyto_mito 3",0.598,P02751
ENSP00000401550,ENSG00000173511,ENST00000426086,0.85,0.85,PredHel=0,0.267322,"extr 26, mito 4",0.654,P49765
ENSP00000402425,ENSG00000085063,ENST00000426650,0.879,0.954,PredHel=0,7.41E-07,extr 29,0.958,P13987
ENSP00000402413,ENSG00000230279,ENST00000426845,0.919,0.973,PredHel=1,0.0661744,"extr 26, lyso 4",0.92,P01374
ENSP00000398496,ENSG00000225543,ENST00000427005,0.844,0.958,PredHel=0,0.311381,"extr 28, pero 2",0.808,Q6UXA7
ENSP00000416145,ENSG00000230456,ENST00000427053,0.807,0.944,PredHel=1,0.989145,"extr 19, E.R. 5, lyso 3, plas 2, pero 2",0.127,Q08345
ENSP00000391120,ENSG00000115602,ENST00000427077,0.893,0.967,PredHel=0,0.424864,"extr 28, mito 2, lyso 2",0.785,Q01638
ENSP00000389252,ENSG00000168743,ENST00000427316,0.837,0.955,PredHel=0,0.216568,"extr 23, E.R. 5, lyso 3",0.394,Q6UXI9
ENSP00000413642,ENSG00000144619,ENST00000427331,0.742,0.957,PredHel=0,1.55E-07,"extr 23, nucl 3, plas 2, lyso 2, mito_nucl 2",0.457,Q8IWV2
ENSP00000414378,ENSG00000243364,ENST00000427683,0.673,0.275,PredHel=0,0.00891359,"mito 12.5, extr 12, cyto_mito 8.5, cyto 3.5",0.905,P52798
ENSP00000406295,ENSG00000115718,ENST00000427769,0.819,0.869,PredHel=0,0.966416,"extr 24, nucl 3, lyso 3",0.785,E7EU72
ENSP00000414858,ENSG00000087085,ENST00000428317,0.841,0.989,PredHel=0,0.135377,"extr 21, lyso 8",0.637,P22303
ENSP00000390680,ENSG00000184613,ENST00000429094,0.845,0.945,PredHel=1,0.59209,"extr 23, pero 5, lyso 3",0.653,Q99435
ENSP00000402232,ENSG00000178772,ENST00000429275,0.896,0.97,PredHel=0,0.449185,"extr 21, lyso 5, mito 4",0.793,P22792
ENSP00000401397,ENSG00000234078,ENST00000429699,0.807,0.944,PredHel=1,0.990331,"extr 19, E.R. 5, lyso 3, plas 2, pero 2",0.11,Q08345
ENSP00000416034,ENSG00000177830,ENST00000429789,0.848,0.801,PredHel=0,0.947655,"extr 15, mito 11, pero 2, lyso 2",0.71,Q9BWS9
ENSP00000405503,ENSG00000161249,ENST00000429837,0.879,0.938,PredHel=0,0.752166,"extr 22, nucl 3, cyto 3, cyto_nucl 3",0.723,Q6E0U4
ENSP00000412697,ENSG00000115718,ENST00000429925,0.819,0.869,PredHel=0,0.737093,"extr 25, lyso 3, nucl 2, mito 2, mito_nucl 2",0.757,E7EVH6
ENSP00000411140,ENSG00000196436,ENST00000429990,0.847,0.936,PredHel=0,0.620897,"extr 15, mito 8, pero 3, E.R. 2.5, cyto_pero ",0.161,A6NHN6
ENSP00000388825,ENSG00000096395,ENST00000430124,0.787,0.937,PredHel=1,0.61423,"extr 25, E.R. 4",0.946,P12872
ENSP00000389540,ENSG00000102524,ENST00000430559,0.116,0.149,PredHel=1,0.927498,"cyto 13.5, cyto_mito 7.5, plas 6, extr_plas 5",0.917,Q9Y275
ENSP00000411910,ENSG00000234433,ENST00000430726,0.557,0.89,PredHel=0,0.000103184,"extr 20, lyso 7, nucl 3, cyto_nucl 3",0.669,Q9Y334
ENSP00000397769,ENSG00000234078,ENST00000430933,0.807,0.944,PredHel=1,0.990331,"extr 19, E.R. 5, lyso 3, plas 2, pero 2",0.11,Q08345
ENSP00000394936,ENSG00000228278,ENST00000431067,0.94,0.976,PredHel=0,0.553293,"extr 23, E.R. 5, lyso 3, E.R._mito 3",0.511,P19652
ENSP00000399448,ENSG00000167749,ENST00000431178,0.21,0.603,PredHel=0,0.778298,"extr 20, cyto 6, nucl 4",0.964,Q9Y5K2
ENSP00000405116,ENSG00000173391,ENST00000432556,0.108,0.481,PredHel=1,0.97023,"plas 13, extr_plas 10, cyto 7.5, extr 5, cyto",0.91,P78380
ENSP00000413391,ENSG00000237405,ENST00000432831,0.911,0.976,PredHel=1,0.212435,"extr 25, E.R. 3, lyso 3",0.521,Q15109
ENSP00000395210,ENSG00000173464,ENST00000432835,0.805,0.971,PredHel=0,9.91E-05,extr 29,0.933,Q8TAA1
ENSP00000399701,ENSG00000110243,ENST00000433069,0.883,0.922,PredHel=0,0.943203,"extr 27, E.R. 3",0.725,C9JZZ0
ENSP00000416126,ENSG00000165828,ENST00000433452,0.835,0.96,PredHel=0,0.581372,"extr 26, E.R. 3, golg 3, E.R._golg 3",0.785,Q96NZ9
ENSP00000391826,ENSG00000167244,ENST00000434045,0.104,0.603,PredHel=0,0.883429,"cyto 7, E.R. 6.5, E.R._mito 6, cyto_pero 6, m",0.942,P01344
ENSP00000413653,ENSG00000130203,ENST00000434152,0.715,0.451,PredHel=0,0.248572,"cyto_nucl 15, cyto 13, nucl 11, mito 5",0.937,H0Y7L5
ENSP00000409859,ENSG00000001617,ENST00000434342,0.831,0.871,PredHel=0,0.570109,"extr 20, lyso 6, E.R. 2, pero 2",0.458,Q13275
ENSP00000409124,ENSG00000187094,ENST00000434608,0.868,0.968,PredHel=0,0.203016,extr 31,0.907,P06307
ENSP00000388871,ENSG00000135245,ENST00000435296,0.453,0.966,PredHel=1,0.933749,extr 32,0.932,Q9Y5L2
ENSP00000410715,ENSG00000106483,ENST00000436072,0.954,0.899,PredHel=0,0.183861,"extr 28, mito 2",0.582,Q6FHJ7
ENSP00000399702,ENSG00000176358,ENST00000436235,0.842,0.979,PredHel=0,0.615333,"extr 27, mito 3",0.955,Q86UU9
ENSP00000395976,ENSG00000231408,ENST00000436519,0.919,0.973,PredHel=1,0.0661744,"extr 26, lyso 4",0.92,P01374
ENSP00000414895,ENSG00000196844,ENST00000436890,0.749,0.949,PredHel=0,0.337722,extr 31,0.972,Q6UY27
ENSP00000396056,ENSG00000171053,ENST00000437148,0.66,0.894,PredHel=0,0.584243,extr 30,0.936,Q8WXA2
ENSP00000408474,ENSG00000197249,ENST00000437397,0.916,0.959,PredHel=0,0.0542112,"extr 17, E.R. 10, plas 4",0.743,P01009
ENSP00000410182,ENSG00000085063,ENST00000437761,0.879,0.954,PredHel=0,7.41E-07,extr 29,0.958,P13987
ENSP00000415823,ENSG00000188293,ENST00000437936,0.724,0.896,PredHel=1,0.157205,extr 32,0.908,Q6UW32
ENSP00000387887,ENSG00000204305,ENST00000438221,0.911,0.976,PredHel=1,0.208656,"extr 25, E.R. 3, lyso 3",0.554,Q15109
ENSP00000390732,ENSG00000230048,ENST00000438415,0.557,0.89,PredHel=0,0.000103184,"extr 20, lyso 7, nucl 3, cyto_nucl 3",0.669,Q9Y334
ENSP00000413704,ENSG00000223757,ENST00000438725,0.557,0.89,PredHel=0,0.000103184,"extr 20, lyso 7, nucl 3, cyto_nucl 3",0.669,Q9Y334
ENSP00000410284,ENSG00000227801,ENST00000439039,0.847,0.927,PredHel=1,0.588876,"extr 28, lyso 3",0.764,P13942
ENSP00000390299,ENSG00000197249,ENST00000440909,0.916,0.959,PredHel=0,0.0542112,"extr 17, E.R. 10, plas 4",0.743,P01009
ENSP00000391756,ENSG00000224105,ENST00000440933,0.844,0.958,PredHel=0,0.311381,"extr 28, pero 2",0.808,Q6UXA7
ENSP00000387897,ENSG00000157093,ENST00000441172,0.696,0.888,PredHel=0,0.850061,extr 32,0.938,Q96KX0
ENSP00000388462,ENSG00000234729,ENST00000441180,0.91,0.962,PredHel=1,0.079071,"extr 27, lyso 3",0.292,Q15109
ENSP00000408166,ENSG00000182853,ENST00000441199,0.829,0.892,PredHel=0,0.95381,"extr 23, mito 4, pero 3",0.921,Q7Z5L0
ENSP00000398568,ENSG00000180644,ENST00000441259,0.824,0.857,PredHel=0,0.391549,"extr 22, extr_plas 13.5, plas 3, lyso 3",0.745,P14222
ENSP00000411992,ENSG00000151948,ENST00000441390,0.387,0.136,PredHel=0,0.527315,"mito 21, cyto 7, extr 2, nucl 2",0.935,Q96MS3
ENSP00000393426,ENSG00000129214,ENST00000441599,0.889,0.866,PredHel=0,0.740495,"extr 17.5, extr_plas 10, mito 8, lyso 2, golg",0.791,P04278
ENSP00000391743,ENSG00000237405,ENST00000441804,0.91,0.962,PredHel=1,0.079071,"extr 27, lyso 3",0.292,Q15109
ENSP00000393812,ENSG00000077942,ENST00000442170,0.869,0.961,PredHel=0,0.777185,"extr 29.5, extr_plas 15.5",0.703,P23142
ENSP00000393971,ENSG00000106823,ENST00000444490,0.815,0.968,PredHel=0,0.315566,"extr 22, E.R. 5, pero 1.5, cyto_pero 1.5",0.399,O94769
ENSP00000403511,ENSG00000085063,ENST00000445143,0.879,0.954,PredHel=0,7.41E-07,extr 29,0.958,P13987
ENSP00000399679,ENSG00000116690,ENST00000445192,0.907,0.963,PredHel=0,0.850926,"extr 18, E.R. 10, E.R._golg 6.5",0.292,Q92954
ENSP00000400884,ENSG00000128564,ENST00000445482,0.867,0.869,PredHel=0,0.651341,"extr 18, lyso 6, E.R. 5.5, E.R._golg 4.5",0.314,O15240
ENSP00000410763,ENSG00000090534,ENST00000445696,0.866,0.912,PredHel=0,0.985127,"extr 24, plas 3, lyso 2, cyto_plas 2",0.413,P40225
ENSP00000388386,ENSG00000237114,ENST00000445893,0.915,0.803,PredHel=1,0.987595,"extr 27, lyso 4",0.34,Q15517
ENSP00000397373,ENSG00000163536,ENST00000446050,0.827,0.962,PredHel=0,0.534034,"extr 28, lyso 2",0.748,Q99574
ENSP00000413135,ENSG00000130203,ENST00000446996,0.919,0.968,PredHel=0,0.410062,"extr 27, mito 3",0.934,E9PEV4
ENSP00000394908,ENSG00000161249,ENST00000447113,0.879,0.938,PredHel=0,0.0142546,"extr 22, nucl 3, cyto 3, cyto_nucl 3, lyso 3",0.484,Q6E0U4
ENSP00000390149,ENSG00000114378,ENST00000447605,0.138,0.078,PredHel=0,0.506779,"extr 15, nucl 9.5, cyto_nucl 8.83333, cyto 5,",0.961,Q12794
ENSP00000400813,ENSG00000235708,ENST00000447741,0.847,0.927,PredHel=1,0.588876,"extr 28, lyso 3",0.764,P13942
ENSP00000392835,ENSG00000226560,ENST00000448206,0.906,0.981,PredHel=0,0.785906,"extr 26, E.R. 4",0.59,P06681
ENSP00000403649,ENSG00000213030,ENST00000448456,0.919,0.942,PredHel=0,0.785311,"extr 27, cyto_pero 3",0.486,P01233
ENSP00000418078,ENSG00000188056,ENST00000448827,0.544,0.751,PredHel=0,4.19E-07,"extr 14.5, extr_plas 11, plas 6.5, E.R._mito ",0.534,Q6UXN2
ENSP00000388576,ENSG00000136110,ENST00000448904,0.103,0.167,PredHel=1,0.51216,"cyto 16, plas 5, nucl 5, E.R. 4",0.952,O75829
ENSP00000416066,ENSG00000197249,ENST00000448921,0.916,0.959,PredHel=0,0.0542112,"extr 17, E.R. 10, plas 4",0.743,P01009
ENSP00000400667,ENSG00000229058,ENST00000449037,0.911,0.976,PredHel=1,0.212435,"extr 25, E.R. 3, lyso 3",0.521,Q15109
ENSP00000416354,ENSG00000197249,ENST00000449399,0.916,0.959,PredHel=0,0.0542112,"extr 17, E.R. 10, plas 4",0.743,P01009
ENSP00000389643,ENSG00000105989,ENST00000449446,0.867,0.983,PredHel=0,0.376158,"extr 24, nucl 5",0.939,F8WDR1
ENSP00000394494,ENSG00000233816,ENST00000449498,0.765,0.943,PredHel=0,0.566939,extr 32,0.929,P01562
ENSP00000414285,ENSG00000230456,ENST00000449518,0.807,0.944,PredHel=1,0.990331,"extr 19, E.R. 5, lyso 3, plas 2, pero 2",0.11,Q08345
ENSP00000415187,ENSG00000175356,ENST00000450649,0.866,0.975,PredHel=1,0.089464,"extr 28, lyso 2",0.538,Q9NQ36
ENSP00000391922,ENSG00000186792,ENST00000450982,0.687,0.869,PredHel=0,0.0358546,"extr 24, cyto_pero 3, nucl 2, mito 2, mito_nu",0.93,O43820
ENSP00000398736,ENSG00000142871,ENST00000451137,0.902,0.9,PredHel=0,0.511765,"extr 26, lyso 3, mito 2.5",0.803,O00622
